Jurisdiction,Site Number,Collection Date / Date on sheet,Stored at 4C? (Y/N),PCR Inhibited? (Y/N/Partial),Location (Indoor/Outdoor/Transit/Special Event),Sample Tracking Tool Number,Sample #,Date on dish,Location (on dish),NF
Biowatch NYC,,10/21/2024,Y,N,Indoor,C0020J5,P43,10/21/2024,"New York, Ny",0
Biowatch NYC,001-606,10/21/2024,Y,N,Indoor,G0NY5ETY2,P44,10/21/2024,"New York, Ny",0
Biowatch NYC,001-106,10/21/2024,Y,N,Outdoor,G0NY5EP04,P45,10/16/2024,"New York, Ny",0
Biowatch NYC,001-327,10/21/2024,Y,N,Outdoor,G0NY5ENX8,P46,10/21/2024,"New York, Ny",0
Biowatch NYC,001-109,10/21/2024,Y,N,Outdoor,G0NY5ENRK,P47,10/21/2024,"New York, Ny",0
Biowatch NYC,001-502,10/20/2024,Y,N,Indoor,G0NY5EQ8J,P48,10/21/2024,"New York, Ny",0
Biowatch NYC,001-211,10/21/2024,Y,N,Outdoor,G0NY5EPE8,P49,10/21/2024,"New York, Ny",0
LAS,3,10/15/2024,Y,N,Outdoor,G0VE2CC74,P5,10/15/2024,"Las Vegas, NV",0
Biowatch NYC,001-412,10/21/2024,Y,N,Indoor,G0NY5EQX6,P50,10/16/2024,"New York, Ny",0
Biowatch NYC,001-105,10/21/2024,Y,N,Outdoor,G0NY5ENY6,P51,10/21/2024,"New York, Ny",0
,,,,,,FPD1EF4,P52,10/22/2024,MD PSU-518,0
PHX,625-301,10/21/2024,Y,Y,Outdoor,G0PX2XA1H,P53,10/21/2024,"Phoenix, AZ",0
PHX,625-309,10/21/2024,Y,N,Outdoor,G0PX2XA3D,P54,10/21/2024,"Phoenix, AZ",0
PHX,625-308,10/21/2024,Y,N,Outdoor,G0PX2XA66,P55,10/21/2024,"Phoenix, AZ",0
PHX,625-113,10/21/2024,Y,Y,Outdoor,G0PX2XACV,P56,10/21/2024,"Phoenix, AZ",0
PHX,625-112,10/21/2024,Y,N,Outdoor,G0PX2XAKC,P57,10/21/2024,"Phoenix, AZ",0
PHX,625-213,10/21/2024,Y,Y,Outdoor,G0PX2XADT,P58,10/21/2024,"Phoenix, AZ",0
PHX,625-216,10/21/2024,Y,N,Outdoor,G0PX2XA90,P59,10/21/2024,"Phoenix, AZ",0
LAS,20,10/15/2024,Y,N,Outdoor,G0VE2C94D,P6,10/15/2024,"Las Vegas, NV",0
PHX,625-215,10/21/2024,Y,N,Outdoor,G0PX2X9VV,P60,10/21/2024,"Phoenix, AZ",0
NF,,10/22/2024,,,,NEGATIVE FILTER,P61,10/21/2024,"Phoenix, AZ",1
SEATTLE,118,10/15/2024,Y,N,Indoor,G0EA2NM9Q,P62,10/15/2024,"Seattle, WA",0
SEATTLE,Negative,10/15/2024,Y,N,Indoor,C0001P6,P63,10/15/2024,"Seattle, WA",1
SEATTLE,107,10/15/2024,Y,N,Outdoor,G0EA2NMH7,P64,10/15/2024,"Seattle, WA",0
SEATTLE,308,10/15/2024,Y,N,Outdoor,G0EA2NMDH,P65,10/15/2024,"Seattle, WA",0
SEATTLE,114,10/15/2024,Y,N,Outdoor,G0EA2NMNY,P66,10/15/2024,"Seattle, WA",0
SEATTLE,111,10/15/2024,Y,N,Outdoor,G0EA2NMRR,P67,10/15/2024,"Seattle, WA",0
SEATTLE,113,10/15/2024,Y,N,Transit,G0EA2NM7V,P68,10/15/2024,"Seattle, WA",0
SEATTLE,119,10/15/2024,Y,N,Transit,G0EA2NMCK,P69,10/15/2024,"Seattle, WA",0
LAS,15,10/15/2024,Y,Y,Outdoor,G0VE2CCQ3,P7,10/15/2024,"Las Vegas, NV",0
SEATTLE,216,10/15/2024,Y,N,Outdoor,G0EA2NMG9,P70,10/15/2024,"Seattle, WA",0
Trenton NJ,,10/23/2024,N,N,,C0001FX,P71,10/23/2024,"Trenton, NJ",0
Trenton NJ,410-253,10/23/2024,N,N,Outdoor,G0NJ2A884,P72,10/23/2024,"Trenton, NJ",0
Trenton NJ,410-254,10/23/2024,N,N,Outdoor,G0NJ2A8CX,P73,10/23/2024,"Trenton, NJ",0
Trenton NJ,410-264,10/23/2024,N,N,Outdoor,G0NJ2A8ET,P74,10/23/2024,"Trenton, NJ",0
Trenton NJ,410-260,10/23/2024,N,Partial,Outdoor,G0NJ2A84DV,P75,10/23/2024,"Trenton, NJ",0
Trenton NJ,410-262,10/23/2024,N,N,Indoor,G0NJ2ADGG,P76,10/23/2024,"Trenton, NJ",0
Trenton NJ,410-263,10/23/2024,N,N,Indoor,G0NJ2AD64,P77,10/23/2024,"Trenton, NJ",0
Trenton NJ,,10/23/2024,N,N,Outdoor,G0NJ2A8DY,P78,10/23/2024,"Trenton, NJ",0
Trenton NJ,410-258,10/23/2024,N,Partial,Outdoor,G0NJ2A868,P79,10/23/2024,"Trenton, NJ",0
LAS,7,10/15/2024,Y,N,Outdoor,G0VE2C9T1,P8,10/15/2024,"Las Vegas, NV",0
LAS,18,10/15/2024,Y,N,Outdoor,G0VE2CAQ4,P9,10/15/2024,"Las Vegas, NV",0
,,,,,,NEGATIVE FILTER,Q1,10/22/2024,"Boston, MA",1
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KECQ,Q10,10/22/2024,"Fort Worth, TX",0
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KE62,Q11,10/22/2024,"Fort Worth, TX",0
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KEDN,Q12,10/22/2024,"Fort Worth, TX",0
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KE9V,Q13,10/22/2024,"Fort Worth, TX",0
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KE8X,Q14,10/22/2024,"Fort Worth, TX",0
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KDP2,Q15,10/22/2024,"Fort Worth, TX",0
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KE2A,Q16,10/22/2024,"Fort Worth, TX",0
FORT WORTH,,7/22/2024,,,Outdoor,G0FW2KDYH,Q17,10/22/2024,"Fort Worth, TX",0
,,,,,,FPD0TSF,Q18,10/16/2024,"Richmond, VA",0
,,,,,,C04B2,Q19,10/16/2024,"Richmond, VA",0
BOS,226,10/22/2024,Y,N,Outdoor,G0TN2YAA9,Q2,10/22/2024,"Boston, MA",0
,,,,,,FPD0TSB,Q20,10/16/2024,"Richmond, VA",0
,,,,,,FPD0TSE,Q21,10/16/2024,"Richmond, VA",0
,,,,,,FPD0TSC,Q22,10/16/2024,"Richmond, VA",0
,,,,,,FPD0TSD,Q23,10/16/2024,"Richmond, VA",0
AUS,,10/15/2024,,,,C000130,Q24,10/15/2024,"Austin, TX",0
AUS,700-008,10/15/2024,Y,Partial,Outdoor,G0AN2EHWG,Q25,10/15/2024,"Austin, TX",0
AUS,700-020,10/15/2024,Y,Partial,Outdoor,G0AN2EHNY,Q26,10/15/2024,"Austin, TX",0
AUS,700-010,10/15/2024,Y,Partial,Outdoor,G0AN2EHJ5,Q27,10/15/2024,"Austin, TX",0
AUS,700-014,10/15/2024,Y,Partial,Outdoor,G0AN2EJPV,Q28,10/15/2024,"Austin, TX",0
AUS,700-016,10/15/2024,Y,Partial,Outdoor,G0AN2EJJ4,Q29,10/15/2024,"Austin, TX",0
BOS,260,10/22/2024,Y,N,Outdoor,G0TN2YAMN,Q3,10/22/2024,"Boston, MA",0
AUS,700-013,10/15/2024,Y,Partial,Outdoor,G0AN2EJYA,Q30,10/15/2024,"Austin, TX",0
AUS,700-012,10/15/2024,Y,Partial,Outdoor,G0AN2EHPW,Q31,10/15/2024,"Austin, TX",0
AUS,700-011,10/15/2024,Y,Partial,Outdoor,G0AN2EHK3,Q32,10/15/2024,"Austin, TX",0
,,,,,,C001M7C,Q33,10/16/2024,"Chicago, IL",0
,,,,,,C001M7K,Q34,10/16/2024,"Chicago, IL",0
,,,,,,C001M7J,Q35,10/16/2024,"Chicago, IL",0
IND,200-005,10/16/2024,Y,N,Outdoor,G0NA20ECX,Q36,10/16/2024,"Chicago, IL",0
IND,200-013,10/16/2024,Y,N,Outdoor,G0NA20E84,Q37,10/16/2024,"Chicago, IL",0
IND,200-016,10/16/2024,Y,N,Outdoor,G0NA20E2H,Q38,10/16/2024,"Chicago, IL",0
IND,200-018,10/16/2024,Y,N,Outdoor,G0NA20E5A,Q39,10/16/2024,"Chicago, IL",0
BOS,262,10/22/2024,Y,N,Outdoor,G0TN2YAGX,Q4,10/22/2024,"Boston, MA",0
IND,200-031,10/16/2024,Y,N,Outdoor,G0NA20EGM,Q40,10/16/2024,"Chicago, IL",0
IND,200-042,10/16/2024,Y,N,Outdoor,G0NA20EDV,Q41,10/16/2024,"Chicago, IL",0
IND,200-070,10/16/2024,Y,N,Outdoor,G0NA20DYQ,Q42,10/16/2024,"Chicago, IL",0
IND,200-096,10/16/2024,Y,N,Outdoor,G0NA20EKE,Q43,10/16/2024,"Chicago, IL",0
MIL,575-002,10/16/2024,Y,N,Outdoor,G0MK2FV3J,Q44,10/16/2024,"Chicago, IL",0
MIL,575-004,10/16/2024,Y,N,Outdoor,G0MK2G7AM,Q45,10/16/2024,"Chicago, IL",0
MIL,575-007,10/16/2024,Y,N,Outdoor,G0MK2FTD1,Q46,10/16/2024,"Chicago, IL",0
MIL,575-008,10/16/2024,Y,N,Outdoor,G0MK2G7G8,Q47,10/16/2024,"Chicago, IL",0
MIL,575-011,10/16/2024,Y,N,Outdoor,G0MK2FUKJ,Q48,10/16/2024,"Chicago, IL",0
MIL,575-013,10/16/2024,Y,N,Outdoor,G0MK2FTA5,Q49,10/16/2024,"Chicago, IL",0
BOS,102,10/22/2024,Y,N,Outdoor,G0TN2YAHV,Q5,10/22/2024,"Boston, MA",0
MIL,575-015,10/16/2024,Y,N,Outdoor,G0MK2G7FC,Q50,10/16/2024,"Chicago, IL",0
MIL,575-016,10/16/2024,Y,N,Outdoor,G0MK2FTW0,Q51,10/16/2024,"Chicago, IL",0
CHI,202-045,10/16/2024,Y,N,Outdoor,G0CH41667,Q52,10/16/2024,"Chicago, IL",0
CHI,202-066,10/16/2024,Y,N,Outdoor,G0CH413GP,Q53,10/16/2024,"Chicago, IL",0
CHI,202-049,10/16/2024,Y,N,Outdoor,G0CH417TY,Q54,10/16/2024,"Chicago, IL",0
CHI,202-068,10/16/2024,Y,N,Outdoor,G0CH416CW,Q55,10/16/2024,"Chicago, IL",0
CHI,202-035,10/16/2024,Y,N,Indoor,G0CH41C70,Q56,10/16/2024,"Chicago, IL",0
CHI,202-063,10/16/2024,Y,N,Outdoor,G0CH416E3,Q57,10/16/2024,"Chicago, IL",0
CHI,202-025,10/16/2024,Y,N,Outdoor,G0CH41AHD,Q58,10/16/2024,"Chicago, IL",0
CHI,202-061,10/16/2024,Y,N,Outdoor,G0CH413KG,Q59,10/16/2024,"Chicago, IL",0
BOS,101,10/22/2024,Y,N,Outdoor,G0TN2YANK,Q6,10/22/2024,"Boston, MA",0
Cleveland,250-010,10/15/2024,Y,N,Outdoor,G0CV2FUHE,Q60,10/15/2024,"Columbus, OH",0
Cleveland,250-011,10/15/2024,Y,N,Outdoor,G0CV2FUEN,Q61,10/15/2024,"Columbus, OH",0
Cleveland,250-012,10/15/2024,Y,N,Outdoor,G0CV2FUAV,Q62,10/15/2024,"Columbus, OH",0
Cleveland,250-013,10/15/2024,Y,N,Outdoor,G0CV2FUM7,Q63,10/15/2024,"Columbus, OH",0
Cleveland,250-014,10/15/2024,Y,N,Outdoor,G0CV2FUFK,Q64,10/15/2024,"Columbus, OH",0
Cleveland,250-015,10/15/2024,Y,N,Outdoor,G0CV2FUCT,Q65,10/15/2024,"Columbus, OH",0
Cleveland,250-028,10/15/2024,Y,N,Outdoor,G0CV2FU64,Q66,10/15/2024,"Columbus, OH",0
Cleveland,250-032,10/15/2024,Y,N,Outdoor,G0CV2FU80,Q67,10/15/2024,"Columbus, OH",0
COLUMBUS,025-249,10/15/2024,Y,N,Outdoor,G0CM283F6,Q68,10/15/2024,"Columbus, OH",0
COLUMBUS,025-250,10/15/2024,Y,N,Outdoor,G0CM2833X,Q69,10/15/2024,"Columbus, OH",0
BOS,321,10/22/2024,Y,N,Outdoor,G0TN2YA3R,Q7,10/22/2024,"Boston, MA",0
COLUMBUS,025-254,10/15/2024,Y,N,Outdoor,G0CM283X7,Q70,10/15/2024,"Columbus, OH",0
COLUMBUS,025-257,10/15/2024,Y,N,Outdoor,G0CM283DA,Q71,10/15/2024,"Columbus, OH",0
COLUMBUS,025-265,10/15/2024,Y,N,Outdoor,G0CM283UE,Q72,10/15/2024,"Columbus, OH",0
COLUMBUS,025-500,10/15/2024,Y,N,Outdoor,G0CM283E8,Q73,10/15/2024,"Columbus, OH",0
COLUMBUS,025-501,10/15/2024,Y,N,Outdoor,G0CM283VC,Q74,10/15/2024,"Columbus, OH",0
COLUMBUS,025-503,10/15/2024,Y,N,Outdoor,G0CM2835T,Q75,10/15/2024,"Columbus, OH",0
CINCINNATI,925-219,10/15/2024,Y,N,Outdoor,G0CN24ETC,Q76,10/15/2024,"Columbus, OH",0
CINCINNATI,925-009,10/15/2024,Y,N,Outdoor,G0CN24EX3,Q77,10/15/2024,"Columbus, OH",0
CINCINNATI,925-008,10/15/2024,Y,N,Outdoor,G0CN24EKR,Q78,10/15/2024,"Columbus, OH",0
CINCINNATI,925-007,10/15/2024,Y,N,Outdoor,G0CN24GA8,Q79,10/15/2024,"Columbus, OH",0
BOS,103,10/22/2024,Y,N,Outdoor,G0TN2YA1W,Q8,10/22/2024,"Boston, MA",0
CINCINNATI,925-006,10/15/2024,Y,N,Outdoor,G0CN24G7F,Q80,10/15/2024,"Columbus, OH",0
CINCINNATI,925-005,10/15/2024,Y,N,Outdoor,G0CN24EPJ,Q81,10/15/2024,"Columbus, OH",0
BOS,108,10/22/2024,Y,N,Outdoor,G0TN2YA9C,Q9,10/22/2024,"Boston, MA",0
CINCINNATI,925-004,10/15/2024,Y,N,Outdoor,G0CN24G1V,R1,10/15/2024,"Columbus, OH",0
CINCINNATI,925-003,10/15/2024,Y,N,Outdoor,G0CN24F0Y,R2,10/15/2024,"Columbus, OH",0
,,10/15/2024,,,,C0000Y1,R3,10/15/2024,"Columbus, OH",0
,,10/15/2024,,,,C0000YB OR C0000YR,R4,10/15/2024,"Columbus, OH",0
,,10/15/2024,,,,C0000YQ,R5,10/15/2024,"Columbus, OH",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYAHAWU,,,"San Francisco, CA",0
BAY AREA SFO,,4/16/2024,,,Outdoor,G0AY39F6m,,,"San Francisco, CA",0
BAY AREA SFO,,4/16/2024,, ,Outdoor,G0AY39KIU,,,"San Francisco, CA",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYAHA84,,,"San Francisco, CA",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYAHA92,,,"San Francisco, CA",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYAHC0M,,,"San Francisco, CA",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYAHC4C,,,"San Francisco, CA",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYAHDVU,,,"San Francisco, CA",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYAHE65,,,"San Francisco, CA",0
BAY AREA SFO,,10/30/2024,,,Outdoor,G0AYGWWA,,,"San Francisco, CA",0
CINCINNATI,925-008,4/15/2024,Y,N,Outdoor,G0CN22ANV,,,,0
COLUMBUS,025-501,4/15/2024,Y,N,Outdoor,G0CM2646U,,,,0
CHI,202-045,4/16/2024,,,Outdoor,G0CH3NRFV,,,,0
DCA,325,4/23/2024,Y,N,Indoor,16527,,,,0
DCA,316,4/23/2024,Y,N,Indoor,16531,,,,0
DCA,5,4/23/2024,Y,N,Indoor,20842,,,,0
DCA,993,4/23/2024,Y,N,Outdoor,20074,,,,0
DCA,309,4/23/2024,Y,N,Outdoor,20838,,,,0
DCA,513,4/23/2024,Y,N,Transit,12311,,,,0
DCA,25,4/23/2024,Y,N,Transit,16565,,,,0
DCA,11,4/23/2024,Y,N,Transit,20078,,,,0
AUS,700-016,7/14/2024,Y,N,Outdoor,G0AN2D27F,,,,0
DCA,325,7/15/2024,Y,N,Indoor,16527,,,,0
DCA,316,7/15/2024,Y,N,Indoor,16531,,,,0
DCA,5,7/15/2024,Y,N,Indoor,20842,,,,0
DCA,993,7/15/2024,Y,N,Outdoor,20074,,,,0
DCA,309,7/15/2024,Y,N,Outdoor,20838,,,,0
DCA,513,7/15/2024,Y,N,Transit,12311,,,,0
DCA,25,7/15/2024,Y,N,Transit,16565,,,,0
DCA,11,7/15/2024,Y,N,Transit,20078,,,,0
PHILADELPHIA,,7/15/2024,,,Outdoor,C00063Q(DMS),,,,0
Dallas,,7/22/2024,,,Outdoor,G0DA2WTFT,,,,0
LANSING (DETROIT),,10/14/2024,,,Outdoor,G0DT3MN28,,,,0
BWRC,,10/15/2024,,,Outdoor,12323,,,,0
BWRC,,10/15/2024,,,Outdoor,12636,,,,0
BWRC,,10/15/2024,,,Outdoor,12639,,,,0
BWRC,,10/15/2024,,,Outdoor,13672,,,,0
BWRC,,10/15/2024,,,Outdoor,20837,,,,0
Philadelphia,,10/15/2024,,,Outdoor,C00066B,,,,0
CHI,,10/16/2024,,,Outdoor,G0CH416E3,,,,0
BWI,,,,,Indoor,NF41,,,,1
